"","site","topography","plot","year","season","samplingPoint","tree","canopyPosition","treatment","number","CodiSAQ","Codesamples","tissue","height","family","genus","specie","d13C","d15N","C","N","CN","CP","NP","P","K","Na","Mg","Ca","Fe","Mn","Ni","Cu","Sr","Nfix","sp"
"252","Nouragues","Top","2","2019","Dry",NA,"84","Down","NP",NA,NA,"1098-19DNT2-84D-E","leaf",NA,"Opiliaceae","Agonandra","silvatica",-32.445,-0.23,51.366,2.115,24.291,507.212,20.881,0.101,0.375,1797.974,0.319,0.453,68.667,285.926,1.369,11.032,17.309,0,"Agonandra_silvatica"
"253","Nouragues","Top","2","2019","Wet",NA,"84","Top","NP",NA,NA,"617-19WNT2-84T-E","leaf",NA,"Opiliaceae","Agonandra","silvatica",-32.442,0.001,50.328,2.185,23.036,392.854,17.054,0.128,0.419,1536.416,0.251,0.277,162.676,192.758,1.505,13.849,9.384,0,"Agonandra_silvatica"
"254","Nouragues","Top","2","2019","Wet",NA,"84","Down","NP",NA,NA,"618-19WNT2-84D-E","leaf",NA,"Opiliaceae","Agonandra","silvatica",-31.821,0.033,49.735,2.41,20.641,391.697,18.977,0.127,0.724,1204.991,0.248,0.338,342.501,226.395,2.077,11.748,12.265,0,"Agonandra_silvatica"
"255","Paracou","Top","2","2019","Wet",NA,"84","Top","NP",NA,NA,"495-19WPT2_84T-E","leaf",NA,"Fabaceae","Eperua","grandiflora",NA,NA,NA,NA,NA,0,0,0.054,0.288,2673.132,0.225,0.54,123.939,184.953,3.539,2.938,62.231,1,"Eperua_grandiflora"
"256","Paracou","Top","2","2019","Wet",NA,"84","Down","NP",NA,NA,"496-19WPT2-84D-E","leaf",NA,"Fabaceae","Eperua","grandiflora",-29.518,0.624,53.141,1.469,36.173,994.03,27.48,0.053,0.205,4079.701,0.22,0.358,82.924,124.674,1.427,3.945,51.746,1,"Eperua_grandiflora"
"257","Paracou","Top","2","2019","Dry",NA,"84","Top","NP",NA,NA,"975-19DPT2-84T-E","leaf",NA,"Fabaceae","Eperua","grandiflora",-29.328,0.647,50.561,1.308,38.663,957.82,24.773,0.053,0.198,1560.188,0.275,0.724,98.882,230.33,1.186,2.724,87.726,1,"Eperua_grandiflora"
"258","Paracou","Top","2","2019","Dry",NA,"84","Down","NP",NA,NA,"976-19DPT2-84D-E","leaf",NA,"Fabaceae","Eperua","grandiflora",-30.156,0.01,52.554,1.501,35.002,949.97,27.14,0.055,0.209,1999.505,0.234,0.699,138.544,246.544,1.78,3.331,102.272,1,"Eperua_grandiflora"
"259","Nouragues","Top","3","2019","Dry",NA,"85","Top","P",NA,NA,"1107-19DNT3-85T-E","leaf",NA,"Vochysiaceae","Vochysia","sabatieri",-32.182,2.361,46.875,1.094,42.841,829.237,19.356,0.057,0.245,NA,0.289,0.338,59.259,283.481,0.692,5.709,33.504,0,"Vochysia_sabatieri"
"260","Nouragues","Top","3","2019","Dry",NA,"85","Down","P",NA,NA,"1108-19DNT3-85D-E","leaf",NA,"Vochysiaceae","Vochysia","sabatieri",-32.493,2.23,46.78,1.014,46.135,1141.924,24.752,0.041,0.207,246.414,0.329,0.417,67.863,324.263,0.702,8.701,41.692,0,"Vochysia_sabatieri"
"261","Nouragues","Top","3","2019","Wet",NA,"85","Top","P",NA,NA,"627-19WNT3-85T-E","leaf",NA,"Vochysiaceae","Vochysia","sabatieri",-32.12,2.284,48.417,1.018,47.546,990.29,20.828,0.049,0.224,261.639,0.282,0.282,125.269,291.754,1.067,4.997,23.813,0,"Vochysia_sabatieri"
"262","Nouragues","Top","3","2019","Wet",NA,"85","Down","P",NA,NA,"628-19WNT3-85D-E","leaf",NA,"Vochysiaceae","Vochysia","sabatieri",-31.918,2.176,45.765,1.19,38.443,954.124,24.819,0.048,0.268,337.021,0.236,0.33,68.8,158.91,1.096,7.358,31.032,0,"Vochysia_sabatieri"
"263","Paracou","Slope","2","2019","Dry",NA,"88","Top","NP",NA,NA,"1019-19DPS2-88T-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-29.639,4.36,53.52,1.72,31.113,752.16,24.175,0.071,0.38,731.36,0.226,0.489,155.512,171.997,1.214,4.083,46.298,1,"Dicorynia_guianensis"
"264","Paracou","Slope","2","2019","Dry",NA,"88","Down","NP",NA,NA,"1020-19DPS2-88D-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-31.042,3.897,50.187,2.298,21.843,506.849,23.205,0.099,0.374,1452.769,0.169,0.314,101.124,84.635,1.235,6.504,39.299,1,"Dicorynia_guianensis"
"265","Paracou","Slope","2","2019","Wet",NA,"88","Top","NP",NA,NA,"539-19WPS2-88T-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-30.581,4.229,54.372,1.75,31.063,948.175,30.524,0.057,0.383,1030.009,0.237,0.524,184.423,205.821,1.957,9.373,46.118,1,"Dicorynia_guianensis"
"266","Paracou","Slope","2","2019","Wet",NA,"88","Down","NP",NA,NA,"540-19WPS2-88D-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-30.883,3.888,52.969,2.37,22.354,588.563,26.33,0.09,0.356,1140.087,0.15,0.244,303.132,78.625,1.36,6.888,31.678,1,"Dicorynia_guianensis"
"267","Paracou","Bottom","1","2019","Dry",NA,"89","Top","N",NA,NA,"1049-19DPB1-89T-E","leaf",NA,"Meliaceae","Carapa","surinamensis",-30.866,1.363,48.091,1.44,33.405,741.889,22.209,0.065,0.558,1826.052,0.323,0.571,130.898,22.202,0.993,8.893,72.633,0,"Carapa_surinamensis"
